p_26001,cntrlv_42,mflowj_24001,mflowj_34001,mflowj_44001,tempf_12101,tempf_13801
1.000570147,1.001561391,1.160403992,1.068826612,1.058227881,0.805677289,0.856444194
0.996673663,1.007031755,1.165641271,1.06936103,1.063488857,0.815094443,0.858294099
0.995145427,1.00900536,1.170744151,1.072483738,1.080524172,0.805667166,0.866869335
0.993074343,1.00369191,1.149575842,1.072753922,1.081497845,0.804691466,0.861683344
0.993030075,0.99655198,1.165196404,1.067279066,1.063867113,0.81315701,0.852299569
0.997932518,0.995512601,1.156314977,1.061648671,1.066521784,0.808026136,0.863919885
0.993640887,1.001467935,1.170805231,1.073270564,1.072855687,0.806674645,0.866145614
0.991154464,0.993803189,1.165049945,1.075147097,1.071106661,0.802932322,0.869698775
0.999210233,1.001723508,1.159660827,1.07179036,1.069532268,0.811305653,0.859921871
0.99202517,0.998037297,1.158560936,1.063222329,1.066120849,0.807943011,0.856355779
1.001708536,1.006180305,1.151146459,1.064836811,1.06731767,0.808188595,0.863360656
1.00322643,0.986903355,1.15484727,1.077034478,1.08131332,0.809572904,0.858317001
1.003421085,1.001218117,1.168946516,1.069318361,1.071899191,0.810828277,0.858764661
1.001771088,0.996358884,1.160518385,1.066082226,1.067130967,0.810894079,0.859789696
0.994795771,0.996894457,1.163213142,1.074237516,1.068598138,0.813549028,0.857681553
1.002804532,1.001211103,1.164842103,1.057358788,1.071705801,0.804829009,0.864413081
0.999672665,0.994833005,1.160574188,1.075121844,1.065373333,0.807566981,0.859613716
1.00943528,1.00228242,1.165262181,1.069791755,1.074726106,0.816240064,0.856033989
0.995780693,0.99625491,1.165209514,1.061623315,1.069918547,0.814836386,0.856487956
0.993173107,0.999347819,1.159593639,1.069675527,1.07469131,0.815237065,0.863275931
1.002605914,0.998526477,1.156127522,1.069178554,1.0669521,0.809978021,0.857944244
1.003806154,0.997694058,1.154102947,1.068372965,1.069276017,0.808346888,0.859329592
1.010012657,0.995771842,1.157617288,1.066369353,1.070086119,0.808777317,0.862060487
0.999276242,1.000898982,1.157966047,1.07012958,1.057962362,0.813581102,0.865547646
0.992652211,1.000944297,1.161810588,1.067795911,1.080950136,0.811845057,0.861869889
1.006638271,1.001363167,1.158902946,1.071251385,1.069615055,0.81439739,0.857289209
1.005289383,0.990521932,1.165406106,1.064641451,1.062817034,0.815170346,0.859287879
0.995886321,1.003649943,1.162833944,1.074819006,1.071680921,0.809767849,0.870900335
0.992371907,0.996720681,1.166085253,1.064495861,1.069228731,0.807226118,0.863692627
1.004341194,0.99929793,1.160769923,1.065661205,1.072773459,0.806477876,0.85512157
1.008026907,0.99345751,1.160912039,1.078430197,1.070086006,0.80439018,0.855549571
0.998502008,0.998987911,1.160469189,1.063333503,1.073155011,0.808468644,0.875059535
1.001399539,0.996641362,1.163460075,1.066491969,1.06250272,0.811536404,0.855456065
1.000633062,0.991334217,1.163883223,1.068172343,1.075392951,0.813342304,0.86391709
0.991480428,0.991701686,1.156514067,1.072827609,1.069946711,0.81338017,0.870416083
1.007255463,1.002554219,1.159814537,1.071768279,1.066860539,0.805065408,0.853455381
1.001082688,0.999067663,1.168764092,1.065115502,1.072436982,0.81558933,0.858749376
1.000659384,1.004639302,1.157644422,1.064416062,1.06224687,0.809200434,0.865232574
1.006283867,1.002420343,1.149786008,1.063714721,1.064674185,0.808722528,0.866080956
0.996931349,1.002102082,1.164090951,1.075900859,1.075402224,0.815920757,0.8603538
1.000507563,0.993440572,1.150403382,1.060522617,1.068829591,0.808191252,0.861796893
1.004229322,1.001810143,1.161161022,1.073895306,1.079555419,0.813374347,0.862769075
0.997782745,1.013130005,1.164600725,1.063774477,1.073453528,0.804679801,0.859917115
1.004026918,1.001655202,1.161946663,1.071902948,1.06800384,0.812190577,0.878473747
1.002879124,1.006086997,1.160415292,1.07783506,1.06739554,0.803143751,0.85216163
1.009097491,1.006444355,1.160508346,1.068463567,1.066087117,0.809868971,0.866228761
1.009151068,0.996285838,1.156903796,1.072530492,1.071586174,0.809178486,0.856408348
0.99459198,1.001745679,1.165509388,1.076317467,1.080288779,0.810932548,0.86092263
0.999227373,1.004220697,1.16369466,1.070248437,1.061989193,0.808836399,0.854802295
1.004560186,0.993048174,1.163157979,1.069394769,1.071437221,0.809874346,0.864964394
0.995358269,0.996804231,1.162684195,1.073386031,1.068674893,0.811082687,0.859457916
0.997795912,0.990200797,1.157155873,1.071806808,1.065040355,0.810720146,0.867999931
1.000495662,1.003581562,1.160027981,1.061015446,1.070736915,0.806392503,0.862733515
0.996032048,0.999948447,1.157827898,1.064487064,1.072595719,0.808359596,0.859465231
0.99276827,0.982488497,1.156723262,1.06357319,1.066355784,0.817407489,0.857533769
1.012293045,1.004519969,1.159180573,1.070692647,1.06772758,0.811883581,0.853445822
1.007483131,0.995002713,1.162294667,1.070972191,1.064896517,0.8100494,0.871876854
1.005604409,0.998484407,1.153576333,1.070575493,1.067890869,0.811333914,0.864733206
1.001130494,0.99331845,1.156917406,1.074150886,1.072743155,0.807602583,0.861674114
0.993920141,0.999867589,1.156366887,1.071082425,1.075436742,0.812660183,0.859075088
0.996709427,0.995968101,1.160286814,1.068780043,1.076177034,0.819387266,0.860667524
1.002162874,0.995478859,1.152158241,1.070541985,1.08066167,0.808330223,0.859874676
1.001796242,0.998722299,1.165266773,1.073529968,1.077269754,0.807816372,0.858436781
0.997321163,0.992604087,1.164969843,1.068711771,1.065819363,0.811320899,0.863802885
0.998992815,0.998751063,1.166460878,1.065276733,1.064599414,0.821323748,0.856585968
0.992203563,0.99722394,1.150036389,1.072718055,1.068201064,0.81548781,0.865879692
1.006502209,1.000151658,1.162777625,1.07783381,1.075550557,0.809886401,0.859453183
1.002879676,1.001756989,1.157765725,1.072405908,1.066052905,0.799996214,0.857244812
0.999569411,0.999472195,1.151177305,1.072118156,1.06366376,0.802829007,0.861554194
0.995327296,1.005196894,1.155003358,1.068064745,1.068315685,0.800192677,0.860775422
1.009495744,1.011399643,1.14939959,1.068075468,1.076164838,0.809231768,0.858800359
0.992660869,1.00300193,1.163501491,1.064833197,1.076559835,0.813859965,0.858635761
0.998663432,1.001562768,1.159989341,1.073772218,1.066729068,0.816979465,0.858478781
1.00169151,0.993456333,1.160840995,1.064277924,1.064835827,0.811917751,0.863830031
1.003278765,0.998526187,1.173685823,1.069442613,1.07162937,0.81459584,0.871857171
0.992477345,1.001192929,1.157464312,1.065180933,1.062851713,0.810488756,0.859728143
0.998308199,1.000211524,1.156707367,1.072379791,1.06651909,0.801536506,0.850583869
0.995869957,1.003741419,1.155960891,1.067224075,1.070617302,0.810755279,0.850506192
1.006494801,0.997479374,1.160377843,1.076062582,1.071293694,0.806054055,0.860658267
0.999874403,0.998589735,1.164498853,1.065566052,1.074071007,0.799169473,0.864616733
0.996818516,1.000023003,1.159856533,1.073040015,1.078925667,0.804947744,0.85940589
1.007167514,1.004394068,1.160909555,1.071237546,1.075875957,0.807468728,0.858085914
0.996448581,1.004947711,1.155037806,1.068185331,1.062799024,0.806959486,0.855366549
0.99613454,1.002530067,1.162088122,1.078434825,1.06552164,0.799657639,0.853715704
1.009982261,0.997806024,1.158427623,1.069873217,1.074934195,0.805761552,0.858494089
1.001067122,1.001425857,1.163908033,1.072887606,1.071212867,0.806077881,0.869336662
0.997848546,0.997163908,1.15453647,1.075717325,1.068902925,0.810882621,0.858690807
1.001155133,1.006447003,1.160744312,1.062473863,1.0705748,0.809656068,0.86543577
0.996748118,1.008953403,1.16055003,1.071435025,1.074031711,0.81608884,0.862075651
1.00661996,1.004424592,1.162889896,1.078355449,1.068214658,0.812979726,0.859349972
0.99966809,1.00038453,1.168287139,1.066427173,1.078271547,0.811862675,0.860071112
1.001447493,1.0002484,1.152544924,1.06968631,1.066021842,0.809562478,0.860407282
1.010143372,0.993677367,1.161439635,1.065640357,1.058891654,0.80367463,0.858482627
0.995861553,0.996122535,1.158156961,1.07299836,1.071294507,0.807203423,0.859129616
0.999169609,1.000235886,1.154203792,1.070093164,1.066155737,0.804906581,0.862182298
0.996269919,1.011811586,1.155989153,1.064619904,1.069157466,0.809605809,0.868306727
1.003014707,1.003604209,1.159961906,1.077716605,1.070035982,0.807192249,0.863770586
0.997655076,0.996043192,1.162266689,1.068615765,1.063838735,0.810512943,0.867741315
1.002086667,0.991442009,1.164298398,1.068901115,1.064080103,0.808335385,0.851188209
0.998653006,1.001893104,1.166302055,1.069981325,1.069459153,0.808803527,0.863930228
0.992998363,0.99651264,1.158673919,1.076568167,1.073184828,0.801878856,0.867969813
1.007572965,1.005202865,1.156188605,1.063412971,1.07154883,0.810247107,0.860332988
1.001403822,0.997354712,1.160206709,1.075033804,1.070956187,0.812125028,0.863714907
1.002980715,0.999639449,1.156235512,1.071072804,1.073457333,0.813710295,0.856258919
0.996408898,1.002841266,1.156475862,1.071563857,1.063287218,0.801472208,0.853404938
1.007194242,0.999089611,1.166669864,1.069562159,1.068173626,0.813262622,0.862097297
1.013428148,0.999393351,1.163443788,1.080459813,1.071036666,0.816694221,0.855849823
0.99994364,0.99776377,1.163750778,1.068792978,1.068326422,0.82160868,0.854812703
0.999085515,0.998734761,1.155944085,1.064416525,1.068222326,0.802409798,0.862569814
1.001245216,1.003973861,1.157920444,1.064883088,1.079434509,0.812484086,0.85469565
0.990400306,1.009884173,1.164623157,1.064210393,1.080987339,0.817251407,0.861538879
1.004685793,1.005440636,1.165413857,1.069651973,1.068141396,0.80964267,0.864826432
0.998302081,1.00104705,1.163643836,1.064510303,1.072245443,0.801908685,0.854811103
1.004397025,1.008559773,1.164332934,1.058009236,1.064554966,0.807567702,0.854012457
0.999313765,0.999949251,1.159297029,1.062124889,1.065706945,0.809745004,0.860433678
0.998700264,1.004170802,1.157582767,1.068034598,1.067191835,0.821991754,0.86010786
1.003258812,0.993529544,1.165435602,1.066298157,1.067802329,0.804146834,0.860182638
1.00084756,0.996733499,1.164380935,1.072000308,1.071795125,0.808379396,0.860302269
0.996910201,0.997384455,1.167729279,1.073412501,1.064670964,0.815151322,0.850571421
0.992396984,1.007135807,1.164690891,1.062093129,1.06416725,0.806359297,0.856203368
0.995906937,0.997759016,1.167924743,1.07442182,1.078599639,0.815070535,0.857369318
1.00821683,0.999134224,1.161822829,1.067008548,1.083347276,0.798325334,0.861621852
0.993489479,1.002630714,1.166195687,1.072510312,1.070462405,0.811154094,0.861272026
0.996775394,1.001621016,1.166837562,1.076383499,1.076188591,0.803019605,0.858139603
0.999545749,1.009639499,1.164213111,1.063890524,1.072262929,0.805031394,0.867045073
1.000289347,1.00153849,1.153152069,1.072995363,1.064457841,0.815499958,0.865753382
1.004991543,0.985615611,1.158351537,1.066562457,1.064564753,0.806419915,0.858747759
0.999108221,1.011324527,1.163996632,1.067011692,1.062557971,0.816238304,0.857142744
0.998063974,0.997197661,1.1572395,1.070912524,1.063219853,0.814247608,0.867434102
1.005834613,0.999400081,1.161514473,1.07243789,1.070345879,0.815891659,0.861615961
0.998411536,1.005050327,1.165014739,1.067028527,1.064266019,0.812343852,0.865177807
1.001527777,1.00669435,1.152753007,1.075629255,1.069810653,0.811338109,0.863660906
0.998660687,0.99592841,1.168193297,1.066353463,1.068210056,0.795658199,0.854508629
0.999206566,0.992889061,1.157386635,1.075435933,1.075151848,0.810433955,0.864525812
0.998748332,1.006792185,1.18067445,1.072075198,1.069257921,0.813964346,0.861098832
1.002960528,0.999076665,1.161251148,1.070620766,1.065692412,0.804845045,0.869388738
0.992599197,1.006981802,1.155828095,1.066491898,1.07382074,0.814863892,0.859563194
0.995005819,1.003687621,1.158359677,1.072866635,1.066423938,0.815128367,0.861535404
0.999304324,0.996922586,1.162575253,1.081442431,1.066627342,0.81118976,0.864268148
0.999800462,1.0045848,1.161490355,1.069959069,1.07547329,0.81247796,0.86692373
0.995200228,0.998465916,1.156644282,1.07043052,1.059130991,0.804843388,0.852197339
1.000811476,0.999274087,1.160135833,1.070725274,1.071033278,0.808017328,0.859450612
0.996592424,1.001385479,1.157697734,1.077920629,1.071367004,0.803391504,0.861391537
1.002177796,0.993685271,1.157667472,1.074396869,1.071061054,0.804488741,0.862538382
0.997906372,0.997536216,1.163058679,1.05904799,1.071097982,0.816508094,0.865155937
0.999552675,1.007969754,1.167511485,1.073996589,1.071588647,0.802599937,0.862700312
0.994704477,1.00432163,1.166466226,1.069853784,1.072114117,0.810767732,0.857239472
0.995431459,1.001613339,1.171697604,1.072388367,1.075093278,0.801007804,0.866071882
1.004846119,1.003209452,1.154352444,1.069318591,1.067288998,0.807661194,0.861359272
1.006686726,1.009148415,1.159042307,1.072391908,1.067375137,0.808448867,0.863889069
1.008323129,1.001108509,1.158316872,1.071211335,1.063162135,0.814222296,0.865379506
0.995111205,1.00308923,1.153512131,1.072015904,1.063079289,0.806383322,0.862975981
1.003303503,0.993500185,1.157307984,1.070621747,1.073175077,0.80067003,0.861387725
1.004529941,1.004790749,1.158021179,1.063733594,1.073139559,0.812306869,0.852451019
0.99439379,0.999021209,1.162863424,1.063095099,1.071142649,0.809580986,0.859928764
0.996485397,1.004473542,1.158841898,1.065086427,1.066631773,0.810068872,0.864634169
1.00129654,0.99895352,1.156909336,1.068893318,1.064739421,0.807617026,0.873696626
1.000847612,1.005599654,1.158252303,1.064976784,1.073940001,0.807742207,0.861775725
1.003961506,0.999944506,1.15681591,1.074127384,1.071724709,0.807180461,0.861219615
0.99769189,1.003732145,1.164127674,1.074650083,1.068833016,0.811965899,0.860839014
1.008415563,0.997838783,1.152507217,1.064240322,1.069424415,0.808483883,0.858149314
0.99769397,0.993702844,1.162336842,1.065343481,1.07357087,0.81393927,0.858825016
1.001686312,1.004913742,1.157430175,1.064799609,1.07068312,0.806242132,0.859214293
1.008263394,1.00715049,1.163274172,1.074576273,1.067158023,0.814651207,0.859947951
0.994633185,0.996801483,1.165563806,1.070061573,1.069964994,0.80720315,0.864710854
0.996840279,1.000195493,1.161943643,1.069218629,1.07487496,0.806607187,0.869369171
0.995347167,1.001497447,1.157327911,1.064374292,1.074214395,0.809064409,0.862238788
1.006934,1.003065038,1.160259078,1.06693305,1.064739666,0.80632571,0.862388533
0.99639339,1.004638916,1.164343974,1.062296838,1.070354972,0.806783923,0.855568554
0.991743658,1.00040275,1.164996696,1.068495529,1.077709789,0.806372405,0.864775424
1.011447723,1.003999496,1.154020174,1.071986309,1.083161009,0.820866671,0.855704269
0.996029588,1.004611276,1.168754639,1.072437729,1.064360844,0.813502599,0.853833432
1.000865889,1.005491249,1.16331874,1.069340926,1.0674449,0.800497068,0.866729953
1.001365096,0.993389144,1.162072351,1.067928731,1.069405392,0.808725018,0.859646944
1.006819307,0.997560611,1.160180412,1.070484522,1.077698471,0.79610963,0.862569481
1.004024351,0.997841943,1.157997407,1.073727488,1.064631541,0.811215831,0.87073923
1.01193382,1.000063766,1.158489577,1.082450232,1.071814526,0.811222444,0.859483964
1.008082005,1.003274045,1.158321952,1.079168265,1.066107592,0.813443901,0.860669773
1.001169474,0.99662972,1.154105518,1.062815605,1.070519722,0.811049458,0.859435404
1.004705511,1.007866855,1.15302369,1.075336197,1.066473631,0.816062495,0.86642201
0.99898248,1.000643911,1.163049267,1.070886037,1.061725185,0.807420313,0.853970945
1.00513259,0.993156176,1.166281551,1.076903311,1.072648969,0.800439794,0.865757375
1.005627279,1.000269607,1.166110941,1.066035208,1.065708695,0.799405043,0.854339008
1.00393657,0.994569433,1.151631982,1.067415751,1.069980573,0.803965652,0.860487054
1.010975074,1.002326283,1.160625458,1.072858504,1.075611425,0.806877221,0.862409243
1.000484693,1.002766074,1.160115415,1.07271965,1.067911071,0.810847397,0.857360124
1.003211858,1.002138349,1.162858852,1.075884717,1.071179548,0.811454409,0.86631918
0.99703861,1.010841025,1.156171912,1.060997354,1.068855541,0.810600079,0.863701165
0.996297956,1.001087646,1.157074832,1.063141422,1.071379657,0.810409873,0.85980107
0.99087417,0.991670768,1.158210958,1.073978758,1.069382583,0.809105862,0.863334099
1.001125144,0.994424275,1.154536658,1.071357822,1.07630387,0.810697527,0.861356537
1.005830104,1.008524814,1.166167731,1.078718548,1.070783836,0.809883135,0.858917279
1.004142603,1.008976484,1.167085031,1.065874742,1.062914698,0.798668538,0.864948474
1.002782147,0.999749099,1.162138005,1.06662757,1.074529579,0.808139544,0.859971393
0.993773906,0.995387786,1.148425228,1.065434922,1.069473847,0.806489894,0.855970598
1.005313169,1.001109241,1.166576779,1.069280319,1.063153175,0.811130223,0.859611686
0.99492509,1.005986811,1.161128144,1.076202381,1.074981931,0.818843279,0.856751133
1.003100483,1.004234983,1.159681856,1.074926175,1.06981043,0.799509217,0.856039788
0.997087225,1.00020043,1.164309597,1.068182012,1.0797321,0.808596721,0.858750811
1.005784759,0.988686942,1.157214624,1.080324181,1.072395155,0.80430909,0.869482752
1.001482613,0.996237512,1.158154104,1.079938434,1.074476803,0.823178896,0.866743996
0.999945326,1.000914942,1.15840564,1.069959479,1.066225734,0.804896289,0.857689598
1.003240882,1.002784969,1.162790347,1.063877292,1.081682994,0.800433444,0.860935213
1.008887598,1.003758745,1.161071603,1.065591043,1.064099958,0.816220681,0.864560375
1.005025323,1.005993904,1.158437428,1.074275398,1.072515349,0.808102645,0.865621551
1.006596187,0.993855632,1.160831373,1.075947542,1.076538992,0.806287707,0.864772487
1.00174814,1.002959581,1.157926981,1.06803943,1.064651564,0.8180288,0.855938142
0.995947784,1.001677308,1.156477066,1.068533591,1.070501716,0.805160244,0.857951417
1.004630481,0.999166993,1.166080816,1.069075961,1.060192052,0.805894277,0.874198068
1.00237734,1.005615246,1.159757442,1.080226641,1.07245579,0.804881238,0.864556401
0.989905617,1.004941006,1.161719418,1.07393411,1.074124395,0.810031811,0.857206171
1.008353598,0.995538662,1.161707328,1.068094633,1.069325871,0.804657681,0.856822088
1.001954364,1.003862239,1.161869885,1.072010773,1.070505939,0.805258713,0.858307827
0.996318861,0.999781678,1.166360418,1.073305002,1.05779145,0.80553386,0.861789949
0.998941429,0.99960761,1.151633751,1.07487101,1.072020021,0.815170549,0.863827331
1.009165147,1.001480743,1.16410809,1.065005022,1.073993955,0.818152272,0.861330127
1.002715406,0.996325404,1.166156098,1.066279801,1.071586705,0.816808762,0.860883589
0.997629266,0.993152173,1.157225821,1.071269513,1.074428721,0.798621415,0.856822304
1.003381054,0.999714857,1.154389557,1.064096349,1.072890017,0.802752034,0.858294723
1.005870763,0.992763662,1.154159818,1.06963833,1.072828247,0.805288596,0.85603178
0.994899741,1.005647603,1.158725116,1.070846157,1.069358267,0.807615189,0.855417231
1.001859212,0.998413024,1.158172114,1.06987718,1.076212742,0.812295646,0.859931849
1.008696292,0.99549027,1.164708775,1.076207155,1.073692296,0.808906649,0.851824641
0.997974905,0.9961621,1.15687838,1.075567713,1.076162071,0.808498477,0.852364729
0.998658924,1.000989262,1.16104662,1.065521312,1.068620263,0.811172881,0.857722345
1.007287284,0.994771639,1.162236706,1.063292795,1.068570341,0.808628647,0.854411294
1.004599851,1.007194954,1.153990388,1.069685168,1.068845132,0.818401234,0.862714039
1.001481349,1.004535593,1.158376691,1.071617075,1.069656803,0.80663929,0.867217156
1.002196503,1.001700091,1.154897956,1.06795243,1.063807634,0.803931359,0.858821299
0.998474685,1.002514781,1.165334469,1.067680867,1.07795634,0.807969069,0.854992944
1.006013802,0.99977958,1.162810856,1.071004615,1.064619271,0.806614385,0.8680895
0.989106038,0.993379046,1.159719357,1.06221814,1.071344928,0.805626653,0.864704256
1.000026159,1.008408978,1.155955218,1.076087728,1.071660709,0.814670512,0.863302207
